Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2016,Joshua Perry,Ohio State,OLB,75.75,254,10.25,33.88,,4.68,20,33.5,124,4.35,7.21,
2016,Kevin Peterson,Oklahoma State,CB,70.38,181,8.63,31.5,,4.58,14,35.5,121,4.31,6.94,
2016,D.J. Pettway,Alabama,DE,74.13,265,9.5,32.25,,4.99,17,28,108,4.69,7.74,
2016,Jahleel Pinner,Southern California,FB,70.75,240,9.13,29.875,,4.92,17,28,100,4.69,7.44,
2016,Latroy Pittman,Florida,WR,70.88,207,10,32.25,,4.69,14,29,103,4.75,7.28,
2016,Brian Poole,Florida,CB,69.63,209,9.25,31,,4.5,,29,112,4.43,7.14,
2016,Darius Powe,California,WR,74.88,220,9,33.5,,4.49,17,34.5,120,4.29,6.94,
2016,Christian Powell,Colorado,RB,71.25,229,8.88,32.5,,4.68,15,34.5,116,4.38,7.21,
2016,Shaquille Powell,Duke,RB,69.13,210,9,29.75,,4.63,23,31.5,116,4.23,7.07,
2016,Tyvis Powell,Ohio State,FS,74.75,211,9.5,32.75,,4.46,15,34.5,120,4.25,7.03,11.63
2016,Dak Prescott,Mississippi State,QB,74.25,226,10.88,32.25,,4.79,,32.5,116,4.32,7.11,
2016,Jhurell Pressley,New Mexico,RB,70.13,206,9.25,32,,4.4,25,33.5,117,4.15,7.01,
2016,Sean Price,South Florida,TE,74.5,245,10.75,33,,5.02,,30,115,4.99,7.58,
2016,C.J. Prosise,Notre Dame,RB,72.5,220,8.5,32.13,,4.48,,35.5,121,4.42,7.19,
2016,Jimmy Pruitt,San Jose State,CB,71.63,198,9.38,30.38,,4.73,19,32,117,4.38,7.03,
2016,Reggie Ragland,Alabama,ILB,73.25,247,9.88,32,,4.72,,31.5,116,4.28,,
2016,Jalen Ramsey,Florida State,FS,73.25,209,9.5,33.38,,4.41,14,41.5,135,4.18,6.94,11.1
2016,Sheldon Rankins,Louisville,DT,73.13,299,9.38,33.38,,5.03,28,34.5,118,4.59,7.44,
2016,Shakeel Rashad,North Carolina,OLB,73.88,237,10.5,33.5,,4.64,23,34,123,4.42,7.12,
2016,D.J. Reader,Clemson,DT,74.63,327,9.5,33.63,,5.33,30,29.5,99,4.71,7.9,
2016,Alex Redmond,UCLA,OG,76.75,294,10.5,33.25,,5.3,30,28,111,4.9,7.75,
2016,Will Redmond,Mississippi State,CB,70.75,182,9.13,30.38,,,,,,,,
2016,Jarran Reed,Alabama,DT,74.88,307,10.5,33.38,,5.21,,31,104,4.75,7.77,
2016,Kalan Reed,Southern Mississippi,CB,71.13,192,9,31.375,,4.49,11,41.5,122,4.17,7.05,
2016,Keenan Reynolds,Navy,RB,69.5,190,8.63,30.25,,4.57,15,37,120,,,
2016,Hassan Ridgeway,Texas,DT,75.38,303,9.38,33,,5.02,24,32,113,4.82,8.28,
2016,Elandon Roberts,Houston,ILB,71.38,234,9.38,30.625,,4.6,25,36,120,4.26,7.2,
2016,Dominique Robertson,West Georgia,OT,76.63,324,10.38,36,,5.36,30,28.5,100,4.83,8.42,
2016,AShawn Robinson,Alabama,DT,75.63,307,10.5,34.5,,5.2,22,26,106,4.74,7.8,
2016,Demarcus Robinson,Florida,WR,73.38,203,9.5,33,,4.59,9,34.5,123,4.19,6.77,
2016,Devonte Robinson,Utah State,WR,73.25,188,8.88,30.25,,4.33,,38,128,4.38,7.33,
2016,Rashard Robinson,Louisiana State,CB,73.5,171,9,32.25,,4.49,5,35.5,121,4.5,7.29,
2016,James Ross,Michigan,ILB,71.25,232,9.63,30.25,,5.01,22,26,105,4.62,7.38,
2016,Jake Rudock,Michigan,QB,75,207,9.63,31.375,,4.88,,29,111,4.22,7.09,
2016,Alonzo Russell,Toledo,WR,75.63,206,9.5,33.88,,4.54,12,29.5,112,4.33,7.18,11.88
2016,KeiVarae Russell,Notre Dame,CB,71.13,192,10,31.63,,4.49,17,38.5,134,4,6.84,
2016,Zack Sanchez,Oklahoma,CB,70.88,185,9.38,31.38,,4.5,19,35.5,116,4.51,7.12,
2016,Beau Sandland,Montana State,TE,76.5,253,10.13,34.25,,4.74,23,35,124,4.33,7.1,11.75
2016,Joe Schobert,Wisconsin,OLB,73.38,244,9.75,31.5,,4.76,22,33.5,111,4.3,7.11,11.59
2016,Wes Schweitzer,San Jose State,OT,76,300,10.5,32.625,,5.15,28,27.5,108,4.73,7.8,
2016,Rashawn Scott,Miami (FL),WR,72.88,199,9.38,31.38,,4.54,17,32.5,116,4.33,6.88,
2016,Ian Seau,Nevada,OLB,74.13,250,10,31.25,,4.73,22,34.5,117,4.51,7.34,
2016,Isaac Seumalo,Oregon State,OG,75.88,303,9.88,33,,5.19,19,26,105,4.52,7.4,
2016,Canaan Severin,Virginia,WR,74.13,212,9.75,33.125,,,,,,,,
2016,Kevon Seymour,Southern California,CB,71.5,186,9,30.75,,4.39,12,35,124,4.18,6.81,
2016,Hunter Sharp,Utah State,WR,71.5,198,9.38,31.63,,4.58,12,32.5,116,4.19,7.12,11.4
2016,Tajae Sharpe,Massachusetts,WR,74,194,8.38,32.25,,4.55,11,33.5,114,,,
2016,Brandon Shell,South Carolina,OT,77.38,324,10.75,34.75,,5.22,22,30.5,112,4.62,7.62,
2016,Sterling Shepard,Oklahoma,WR,70.25,194,9.75,30.38,,4.48,20,41,123,4.35,7,
2016,Brandon Shippen,Temple,WR,70.63,195,9,30.375,,4.55,17,31.5,117,4.2,6.76,
2016,Aziz Shittu,Stanford,DT,74,288,10.13,34,,5.41,31,29.5,102,4.52,7.52,
2016,Elijah Shumate,Notre Dame,SS,71.75,216,9.75,31.13,,4.58,18,33,119,4.51,7.06,
2016,Devaunte Sigler,Jacksonville State (AL),DT,75.5,298,9.88,33.75,,5.15,23,25,99,4.97,7.9,
2016,Justin Simmons,Boston College,FS,74.38,202,9.63,32.63,,4.61,16,40,126,3.85,6.58,10.84
2016,LeShaun Sims,Southern Utah,CB,72.5,203,8.13,31.63,,4.53,11,37,120,4.19,7.08,11.18
2016,Matt Skura,Duke,C,75.38,305,10.13,33.375,,5.39,27,24,103,4.76,7.89,
2016,Pearce Slater,San Diego State,OT,78.75,329,10,35.25,,5.42,17,23,92,5.12,8.36,
2016,Wendell Smallwood,West Virginia,RB,70.5,208,9.25,30.5,,4.47,14,33.5,120,4.28,6.83,11.14
2016,Jaylon Smith,Notre Dame,OLB,74,223,9.5,33,,,,,,,,
2016,Ryan Smith,North Carolina Central,CB,71,189,8.88,30.5,,4.47,18,36,122,4.09,6.88,11.18
2016,Terrance Smith,Florida State,OLB,74.88,235,9.88,32.75,,4.77,19,34.5,120,4.49,7.14,
2016,Noah Spence,Eastern Kentucky,DE,74.5,251,10.75,33,,4.8,25,35,121,4.35,7.21,
2016,Jason Spriggs,Indiana,OT,77.63,301,10.13,34.13,,4.94,31,31.5,115,4.44,7.7,
2016,Nelson Spruce,Colorado,WR,73.13,206,10,30,,4.69,12,35,114,4.2,7.09,11.9
2016,A.J. Stamps,Kentucky,FS,70.88,193,9.63,31.38,,4.79,15,33,115,4.25,7.17,11.56
2016,Ronnie Stanley,Notre Dame,OT,77.75,312,10.63,35.63,,5.2,24,28.5,,4.9,8.03,
2016,Joel Stave,Wisconsin,QB,77.25,236,10.75,33.25,,4.8,,33.5,115,4.33,7.29,
2016,Chance Stewart,Hillsdale (MI),QB,77.25,254,10,33.75,,5.2,11,26,100,4.74,7.71,
2016,Eric Striker,Oklahoma,OLB,71.38,227,10.13,31.25,,4.8,23,30,116,4.46,7.3,
2016,Nate Sudfeld,Indiana,QB,78.13,234,9.88,34.25,,4.93,,29,105,4.48,7.42,
2016,Chris Swain,Navy,FB,71.5,249,9.25,31.5,,4.72,23,30,110,4.69,7.47,
2016,Jordan Swindle,Kentucky,OT,78.63,313,9.75,34.5,,5.4,22,29,113,4.97,8.29,
2016,Charles Tapper,Oklahoma,DE,74.63,271,11.5,34.38,,4.59,23,34,119,,,
2016,Kelvin Taylor,Florida,RB,70.25,207,8.25,29.25,,4.6,15,32,113,4.56,7.23,
2016,John Theus,Georgia,OT,78.5,313,10.13,34.5,,5.22,19,28,103,4.78,7.9,
2016,Duke Thomas,Texas,CB,70.13,184,8.25,31.375,,4.41,17,34.5,121,4.21,6.73,
2016,Lawrence Thomas,Michigan State,DE,75.5,286,10.13,33.25,,4.98,24,35,113,4.58,7.53,
2016,Michael Thomas,Ohio State,WR,74.75,212,10.5,32.13,,4.57,18,35,126,4.13,6.8,11.7
2016,Mike Thomas,Southern Mississippi,WR,73.25,193,9.38,31.375,,4.54,16,36,126,4.26,7.06,
2016,Darian Thompson,Boise State,FS,73.88,208,9.13,30.38,,4.69,12,32.5,118,4.33,7.26,
2016,Ron Thompson,Syracuse,DE,75,253,9.38,32.25,,4.92,18,,106,4.5,7.46,
2016,Shadrach Thornton,North Carolina State,RB,71.63,217,9.75,30,,4.75,12,31,116,4.21,6.85,
2016,Joe Thuney,North Carolina State,OG,76.63,304,9.63,32.25,,4.95,28,28.5,110,4.54,7.47,
2016,Cole Toner,Harvard,OT,77.25,306,9.75,33.13,,5.32,22,26,103,4.59,7.88,
2016,Laquon Treadwell,Mississippi,WR,74,221,9.5,33.38,,4.64,12,33,117,4.3,7.04,
2016,Bryce Treggs,California,WR,71.38,190,9.13,30.875,,4.39,16,34,122,4.19,7,
2016,Sebastian Tretola,Arkansas,OG,76.13,314,10.38,31.5,,5.45,22,23.5,90,5.02,7.94,
2016,Max Tuerk,Southern California,C,77,298,10.75,32.5,,,22,,,,,
2016,Laremy Tunsil,Mississippi,OT,77,310,10,34.25,,,34,28.5,111,,,
2016,Landon Turner,North Carolina,OG,75.88,330,10.38,32.88,,5.58,30,19,88,4.95,8.2,
2016,Soma Vainuku,Southern California,RB,71.5,246,9.5,32.75,,4.68,26,32,108,4.46,7.2,
2016,Halapoulivaati Vaitai,Texas Christian,OT,78,320,10.63,34.25,,5.26,23,29,113,5,8.26,
2016,Vincent Valentine,Nebraska,DT,75.63,329,9.63,33.13,,5.19,17,29,110,4.59,8.03,
2016,Nick Vannett,Ohio State,TE,78,257,10,34.25,,4.89,17,30.5,111,4.2,7.05,11.5
2016,Nick Vigil,Utah State,ILB,74.38,239,10.25,32.38,,4.72,15,31.5,115,4,6.73,
2016,Dan Vitale,Northwestern,RB,72.88,239,9.75,31.75,,4.6,30,38.5,123,4.12,7.12,11.36
2016,Joe Walker,Oregon,ILB,74.38,236,10.13,32.875,,4.6,23,37.5,124,4.39,6.86,
2016,Aaron Wallace,UCLA,OLB,74.38,242,9.38,31.75,,4.59,25,36,130,4.27,7.45,
2016,Cleveland Wallace,San Jose State,CB,70.75,188,9.5,31.75,,4.68,7,35.5,123,4.25,6.87,
2016,Jaylen Walton,Mississippi,RB,68,176,8.5,27.375,,4.52,12,34.5,114,4.3,7.05,
2016,Channing Ward,Mississippi,DE,75.38,288,9.13,31.5,,4.76,,26.5,105,4.59,7.46,
2016,Jihad Ward,Illinois,DE,77.13,297,9.38,33.88,,5.11,20,25,111,4.63,7.38,
2016,Adolphus Washington,Ohio State,DT,75.38,301,9.88,34.5,16,5.17,21,27,99,4.79,8.06,
2016,Damien Washington,North Carolina,WR,71.88,190,9,31.625,,4.47,16,35,122,4.31,6.82,
2016,DeAndre Washington,Texas Tech,RB,68.25,204,9,30,,4.49,24,34.5,116,4.2,7.03,11.63
2016,Dwayne Washington,Washington,RB,73,223,9.88,32.375,,4.48,21,37.5,127,4.22,6.85,
2016,Herb Waters,Miami (FL),WR,71.75,188,9.25,32.625,,4.51,14,38.5,121,4.1,6.73,
2016,Ryan Watson,Purdue,DT,73.75,291,10.38,31.75,,5.22,27,26.5,105,4.67,7.73,
2016,Derek Watt,Wisconsin,FB,74,235,10.13,31,,4.75,19,33.5,116,4.29,,
2016,Stephen Weatherly,Vanderbilt,OLB,76.38,267,10.25,34.5,,4.61,23,31,117,4.42,7.07,
2016,Ian Wells,Ohio,CB,70.5,199,9.5,31.5,,4.49,,41,136,4.08,,
2016,Carson Wentz,North Dakota State,QB,77.25,237,10,33.25,29,4.77,,30.5,118,4.15,6.86,
2016,Christian Westerman,Arizona State,OG,75.13,298,11.88,33.5,,5.12,34,25,98,4.71,7.69,
2016,Julian Whigham,Syracuse,CB,72.38,199,10,33.75,,4.58,9,37,128,4.28,7.31,
2016,D.J. White,Georgia Tech,CB,70.88,193,9.25,31.5,,4.49,17,33,132,4.33,7.18,
2016,Darius White,California,CB,71.25,179,9.5,31.125,,4.56,5,32.5,116,4.6,6.88,
2016,Cody Whitehair,Kansas State,OG,75.75,301,10.13,32.38,,5.02,16,25.5,110,4.58,7.32,
2016,Kodi Whitfield,Stanford,SS,73.5,204,8.75,31,,4.75,11,32,119,4.5,6.93,
2016,Brandon Wilds,South Carolina,RB,72.75,220,10.25,32,,4.54,21,36.5,118,4.33,7.08,
2016,Andrew Williams,Youngstown State (OH),WR,74.63,191,9.88,31.5,,4.67,13,38.5,126,4.32,7.13,
2016,Antwione Williams,Georgia Southern,OLB,74.75,240,9.75,33.625,,4.8,23,35,118,4.58,7.03,
2016,Brandon Williams,Southern Illinois,OLB,77,256,9.5,32,,4.72,24,37,125,4.46,7.27,
2016,Brandon Williams,Texas A&M,FS,71.38,197,8.63,32.5,,4.37,18,30.5,118,4.19,6.85,11.27
2016,Bryce Williams,East Carolina (NC),TE,77.75,257,9.63,33.63,,4.94,19,29.5,111,4.53,7.19,12.03
2016,Duke Williams,Auburn,WR,74.25,229,9.25,32.5,,4.72,14,30,121,4.47,7.43,
2016,Jonathan Williams,Arkansas,RB,70.75,220,10,31.63,,4.63,16,,,4.29,6.97,
2016,Rodrick Williams,Minnesota,RB,69.13,224,9.38,30.5,,4.7,14,35,112,4.41,7.21,
2016,Trevor Williams,Penn State,CB,71.25,191,8.5,31.125,,4.44,16,35.5,125,4.22,6.8,
2016,DeRunnya Wilson,Mississippi State,WR,76.63,224,9.25,33.88,,4.85,13,28,113,4.52,7.21,
2016,Jarrod Wilson,Michigan,FS,73.25,209,10,32.25,,4.55,17,36,118,4.43,7,
2016,Travis Wilson,Utah,QB,79.25,232,9.88,33.25,,4.83,,31.5,112,4.25,7.05,
2016,Jonathan Woodard,Central Arkansas,DE,76.88,271,9.5,34,,4.89,28,34,117,4.4,7.08,
2016,Josh Woodrum,Liberty (VA),QB,74.88,231,9.25,31.88,,4.8,,31,116,4.31,6.74,
2016,Antwaun Woods,Southern California,DT,72.13,318,9.63,31,,5,,27.5,104,,,
2016,Daryl Worley,West Virginia,CB,72.75,204,10.25,33.38,,4.64,14,35.5,123,4.15,6.98,10.87
2016,Scooby Wright,Arizona,ILB,71.75,239,9.75,30.5,,4.9,22,31,113,4.47,7.25,
2016,Connor Wujciak,Boston College,DT,74.5,291,10,33.25,,4.91,22,34.5,117,4.27,7.32,
2016,Avery Young,Auburn,OT,76.63,328,10.5,33.75,,5.39,20,25,97,4.91,8.22,
2016,Tavon Young,Temple,CB,69.13,183,9.13,30.63,,4.46,9,34.5,118,3.93,6.8,11.26
2016,Anthony Zettel,Penn State,DE,75.88,277,9.5,31.13,,4.81,28,30.5,109,4.39,7.63,
2016,Justin Zimmer,Ferris State (MI),DT,74.63,302,10.13,31.375,,4.91,44,32,117,4.42,7.09,
2015,Ameer Abdullah,Nebraska,RB,68.75,205,8.63,30,,4.6,24,42.5,130,3.95,6.79,11.18
2015,Nelson Agholor,Southern California,WR,72.13,198,9.25,32.25,,4.42,12,36.5,125,4.34,6.83,
2015,Malcolm Agnew,Southern Illinois,RB,69.13,202,8.75,31,,4.59,19,37,129,3.9,6.75,
2015,Jay Ajayi,Boise State,RB,71.75,221,10,32,24,4.57,19,39,121,4.1,7.1,11.1
2015,Brandon Alexander,Central Florida,FS,72,195,8.75,31.75,,4.59,16,32,115,,,
2015,D.J. Alexander,Oregon State,OLB,73.63,233,8.75,31.375,,4.56,17,34.5,123,4.24,6.97,
2015,Kwon Alexander,Louisiana State,OLB,72.75,227,9.25,30.25,,4.55,24,36,121,4.2,7.14,
2015,Mario Alford,West Virginia,WR,68.5,180,9.38,31.25,,4.43,13,34,121,4.07,6.64,11.22
2015,Detric Allen,East Carolina (NC),CB,73,200,,,,4.59,,,,,,
2015,Javorius Allen,Southern California,RB,72.5,221,9.38,31.75,12,4.53,11,35.5,121,4.28,6.96,
2015,Jordan Allen,Arizona,DE,77,254,,,,4.83,,,,,,
2015,Quinton Alston,Iowa,ILB,72.75,232,9.38,30.75,,4.69,18,34,114,,,
2015,Adrian Amos,Penn State,FS,72.5,218,9.13,32.25,,4.56,21,35.5,122,4.03,7.09,11.33
2015,Dres Anderson,Utah,WR,73.13,187,9.38,31.63,,4.53,13,,121,4.22,6.83,
2015,Henry Anderson,Stanford,DE,78.25,294,9.75,33.5,36,4.97,23,30,111,4.19,7.2,
2015,Rory Anderson,South Carolina,TE,76.63,244,8.75,32.25,,4.73,,,,,,
2015,Zaire Anderson,Nebraska,OLB,70.75,224,9.25,30.25,,4.68,18,34.5,118,4.45,7.15,
2015,David Andrews,Georgia,C,74.13,294,10,32.125,,5.12,27,30,108,4.78,8.12,
2015,Stephone Anthony,Clemson,ILB,74.63,243,10.38,32.5,23,4.56,23,37,122,4.03,7.07,
2015,Chi Chi Ariguzo,Northwestern,OLB,73.25,234,10.25,32,,4.87,21,36,119,4.48,7.24,
2015,Thurston Armbrister,Miami (FL),OLB,73.75,241,10.63,33.5,,4.77,20,33.5,116,4.44,6.89,
2015,Arik Armstead,Oregon,DT,79.13,292,10.5,33,26,5.1,24,34,117,4.53,7.57,
2015,Cameron Artis-Payne,Auburn,RB,69.75,212,8.88,29.63,,4.53,,36.5,118,4.25,7.13,
2015,Kennard Backman,Alabama-Birmingham,TE,75.25,239,9.38,33.375,,4.76,17,35.5,117,4.49,7.23,
2015,Quinn Backus,Coastal Carolina (SC),SS,69.38,216,9.38,30.375,,4.67,15,31,115,4.55,7.37,
2015,Darryl Baldwin,Ohio State,OT,77.63,305,9.88,35,,4.96,30,30.5,106,4.64,7.39,
2015,Neiron Ball,Florida,OLB,74.38,236,9.38,33.63,,4.68,22,34.5,,4.26,,
2015,Deion Barnes,Penn State,DE,76,260,10.13,32.875,,4.75,31,34,112,4.32,7.26,
2015,Tavaris Barnes,Clemson,DE,75.75,282,8.5,33.13,,4.8,22,31,110,4.65,7.5,
2015,Austin Barron,Florida State,C,75,293,,,,5.17,,,,,,
2015,Jermaine Barton,Illinois State,OT,78.63,315,10.38,34.75,,5.38,,,,,,
2015,Houston Bates,Louisiana Tech,OLB,73.13,245,9,31,,4.77,,26.5,105,4.29,7.26,
2015,Mickey Baucus,Arizona,OT,78.5,309,10.25,32.625,,5.33,25,31.5,91,4.83,7.63,
2015,Will Baumann,North Carolina State,P,77.63,187,9.13,32,,5.14,,,,,,
2015,DeJuan Beard,Washburn (KS),WR,73,195,,,,4.56,,,,,,
2015,Vic Beasley,Clemson,OLB,75,246,9.38,32.5,29,4.53,35,41,130,4.15,6.91,
2015,Ben Beckwith,Mississippi State,OG,75.25,317,10,32.375,,5.24,16,27.5,89,4.78,7.66,
2015,Blake Bell,Oklahoma,TE,78.25,252,10,33.13,,4.8,14,33,116,4.32,6.85,11.81
2015,Kenny Bell,Nebraska,WR,73.13,197,9.25,31.63,,4.42,7,41.5,129,4.15,6.66,11.6
2015,Mitchell Bell,Louisiana Tech,OG,74.63,348,9.25,32.375,,5.48,21,27,92,5.02,8.02,
2015,Bill Belton,Penn State,RB,68.88,204,9,30.5,,4.55,15,35.5,122,4.43,7.19,
2015,Bryan Bennett,Southeastern Louisiana,QB,74.25,211,9.5,31,,4.81,,37,125,4.2,7.13,
2015,Bryon Bennett,Mississippi,DT,74,293,,,,5.12,,,,,,
2015,Michael Bennett,Georgia,WR,73.63,202,10.25,33.63,,4.59,,,,,,
2015,Mike Bennett,Ohio State,DT,74,293,10.25,33.625,43,4.96,,33.5,,,,
2015,Tim Bennett,Indiana,CB,69.75,186,9.25,31.125,,4.52,14,36.5,130,4.29,6.91,
2015,Joe Bergeron,Texas A&M-Commerce,RB,72.13,235,10.38,32.125,,4.62,17,31,110,4.34,7.25,
2015,Seth Betancourt,Boston College,OT,77,300,9.75,34,,5.16,23,26.5,98,4.87,7.97,
2015,Brennen Beyer,Michigan,OLB,76,256,10.25,31.875,,4.9,20,33.5,110,4.22,7.09,
2015,E.J. Bibbs,Iowa State,TE,74,258,10.25,31.13,,4.76,20,31.5,110,4.52,7.22,
2015,Craig Bills,Brigham Young,SS,73.13,205,9.5,30.875,,4.68,19,33,112,4.42,6.95,
2015,Angelo Blackson,Auburn,DT,76.38,318,9.75,33.75,,5.02,20,31,101,4.57,7.5,
2015,Bernard Blake,Colorado State,CB,71,177,9.63,30.25,,4.52,9,31.5,127,4.26,7.12,
2015,Brian Blechen,Utah,SS,74.25,216,9.88,31.625,,4.7,18,25.5,107,4.42,7.02,
2015,Al Bond,Memphis,OG,75.75,303,10.25,33.38,,5.57,22,23.5,90,4.65,7.9,
2015,TraMayne Bondurant,Arizona,FS,69.75,212,8.5,31,,4.54,11,35,111,4.39,7.03,
2015,Chris Bonner,Colorado State-Pueblo,QB,78.25,237,10,33,,5.12,,27,101,4.6,7.56,
2015,Detrick Bonner,Virginia Tech,FS,71.75,207,8.88,31.25,,4.56,15,,,,,
2015,Anthony Boone,Duke,QB,72.25,231,9.63,31.63,20,5.03,,26.5,100,4.62,7.47,
2015,Cameron Botticelli,Minnesota,DT,76.5,292,9.5,31.5,,4.98,24,29.5,102,4.66,7.63,
2015,Gerald Bowman,Southern California,SS,71.13,205,9.38,33,,4.58,10,34,113,,,
2015,Brett Boyko,Nevada Las Vegas,OG,78.63,301,9,32,,5.6,17,25,103,4.75,7.91,
2015,Nick Boyle,Delaware,TE,76.5,268,10.38,33.38,,5.04,20,30.5,112,4.23,7.13,11.65
2015,Brandon Bridge,South Alabama,QB,76.38,229,9.25,34.25,,4.72,,33,110,4.37,7.18,
2015,Kyle Brindza,Notre Dame,K,72.63,236,10,33.25,,5.17,14,31,,,,
2015,Terrance Broadway,Louisiana-Lafayette,QB,72.63,223,9.75,33.5,,4.62,,34,120,,,
2015,Cariel Brooks,Adams State (CO),CB,68.75,196,9.38,29.5,,4.53,14,32.5,111,4.32,7,
2015,Artez Brown,Arkansas State,CB,73,182,,,,4.52,,,,,,
2015,Da'Ron Brown,Northern Illinois,WR,72.13,205,10.25,32,,4.54,17,37,120,4.11,7.04,
2015,Dominique Brown,Louisville,RB,73.88,234,9.5,32.38,,4.62,17,32.5,109,4.2,7.09,
2015,Jamon Brown,Louisville,OT,75.63,323,9.75,34.38,,5.44,,28,103,4.61,7.36,
2015,Leon Brown,Alabama,OG,77.75,346,9.75,34.25,,5.67,,20,119,5.34,8.72,
2015,Malcolm Brown,Texas,RB,71.38,224,10.25,32.75,,4.62,19,34.5,117,4.15,6.86,11.32
2015,Malcom Brown,Texas,DT,74.38,319,10,32.5,19,5.05,26,29.5,98,4.59,7.84,
2015,Trent Brown,Florida,OT,80.5,355,10.88,36,,5.29,20,23.5,97,4.78,8.23,
2015,Serderius Bryant,Mississippi,SS,69,228,9.75,32.5,,4.64,16,34,113,4.4,,
2015,Quayshawne Buckley,Idaho,DT,74.38,302,10.75,32.5,,5.26,22,35,111,4.65,7.58,
2015,Betim Bujari,Rutgers,C,75.5,298,9.63,30.875,,5.27,21,25,90,4.93,7.85,
2015,Malcolm Bunche,UCLA,OG,77.88,320,9.38,33.875,,5.24,32,27.5,103,4.89,8,
2015,Blair Burns,Wyoming,CB,69.25,186,9.25,30.125,,4.55,15,36,128,4.19,6.96,
2015,Clay Burton,Florida,TE,75.75,248,9.5,31.5,,4.76,24,30,111,4.56,7.44,
2015,Michael Burton,Rutgers,FB,71.25,242,9.5,29.25,,4.74,25,33,115,4.34,7.2,
2015,Damiere Byrd,South Carolina,WR,69.25,162,8,29.875,,4.39,13,42,131,4.09,6.59,
2015,Bryce Callahan,Rice (TX),CB,69.13,184,9.25,30.625,,4.49,15,43,132,4.27,7,
2015,Jesse Callier,Washington,RB,70.25,202,9.13,30.25,,4.53,18,32.5,114,4.45,7.24,
2015,Ibraheim Campbell,Northwestern,SS,71.38,208,10.25,30.38,26,4.59,23,33,118,4.18,6.83,
2015,A.J. Cann,South Carolina,OG,74.75,313,10.25,32.63,,5.18,26,32.5,109,,,
2015,Nordly Capi,Akron,DE,73.88,252,10,31.25,,4.86,31,30.5,117,4.51,7.22,
2015,Shane Carden,East Carolina (NC),QB,73.88,218,9.75,33.25,25,4.94,,29.5,104,4.45,7.17,
2015,Joe Cardona,Navy,LS,73.63,242,9.63,31.5,,4.91,30,33,,,,
2015,Alex Carter,Stanford,CB,72.13,196,9.13,32.13,30,4.51,17,40,121,4.07,7.05,11.31
2015,DeAndre Carter,Sacramento State (CA),WR,68.5,186,8.75,30.625,,4.48,17,38.5,126,3.8,6.64,
2015,Sam Carter,Texas Christian,SS,71.75,216,9.88,31.25,,4.63,16,31.5,112,4.26,6.93,
2015,Tevin Carter,Utah,FS,73,215,9.25,32,,4.54,19,,,,,
2015,James Castleman,Oklahoma State,DT,74.5,311,10.13,33.125,,5.12,25,28,94,4.65,8.1,
2015,B.J. Catalon,Texas Christian,RB,67.38,186,9,30,,4.57,20,36,114,4.15,6.9,
2015,Rakeem Cato,Marshall (WV),QB,72.13,171,9.5,30.5,,4.7,,34,113,,,
2015,Donald Celiscar,Western Michigan,CB,70.88,194,9.25,31.38,,4.62,13,32.5,120,4.31,6.97,
2015,Tyson Chandler,North Carolina State,OT,77.75,354,10,36.625,,5.42,31,27.5,110,4.87,7.93,
2015,Anthony Chickillo,Miami (FL),DE,75.13,267,10.13,33.5,,4.79,27,34.5,114,4.25,7.17,
2015,Jawon Chisholm,Akron,RB,72.75,202,9.13,31.625,,4.63,19,38,130,4.4,7.01,
2015,Gerald Christian,Louisville,TE,75,244,10.75,32.5,,4.87,28,,,4.7,7.62,12.66
2015,Kyle Christy,Florida,P,74.25,202,8.88,30,,4.93,,,,,,
2015,Tyler Cierski,Maryland,FB,71,260,,,,4.74,,,,,,
2015,Imoan Claiborne,Northwestern State (LA),CB,69.88,189,9,32.875,,4.53,13,39,120,4.56,7.31,
2015,Ace Clark,Western Carolina,SS,74,217,9.5,32,,4.68,11,31.5,111,4.43,7.21,
2015,Frank Clark,Michigan,DE,74.88,271,10.13,34.38,,4.79,19,38.5,118,4.05,7.08,11.22
2015,Marquez Clark,Central Oklahoma,WR,70.25,190,10,32,,4.58,12,34,124,4.23,7.07,
2015,Blaine Clausell,Mississippi State,OT,78.13,329,11,33.375,,5.37,23,27,97,4.79,7.92,
2015,Kaelin Clay,Utah,WR,69.63,195,9,30.88,,4.51,10,33,113,4.26,6.97,
2015,Cameron Clear,Texas A&M,OT,77.38,277,9.63,33.63,,4.98,,32,108,4.48,7.52,12.07
2015,T.J. Clemmings,Pittsburgh,OT,76.75,309,10.38,35.13,,5.14,22,32.5,111,4.54,7.68,
2015,Cameron Clemmons,Western Kentucky,OT,78.25,300,10,33.875,,5.28,14,24,87,4.94,8.03,
2015,Reshard Cliett,South Florida,OLB,74.13,221,8.63,33.75,,4.67,21,38.5,124,4.53,7.23,
2015,Sammie Coates,Auburn,WR,73.38,212,9.38,33.38,14,4.43,23,41,131,4.06,6.98,11.81
2015,David Cobb,Minnesota,RB,70.88,229,9.38,31.63,,4.59,17,38.5,121,4.55,7.01,
2015,Takoby Cofield,Duke,OT,76.25,310,10,34,,5.19,23,30,101,4.79,8.09,
2015,Justin Coleman,Tennessee,CB,70.63,185,9.38,31.25,,4.53,20,37.5,124,3.98,6.61,11.21
